item_id,pedido_id,produto_id,quantidade,preco_unitario,subtotal
1952652,223985,7520,1,836.05,836.05
2858817,223985,1925,3,37.3,111.9
2193959,223985,4785,3,886.13,2658.39
6269270,223985,1522,1,564.44,564.44
8278937,223985,8868,3,232.88,698.64
3063680,998063,4366,2,209.99,419.98
7895482,998063,9858,3,997.49,2992.47
4148373,998063,8550,3,632.09,1896.27
3937765,998063,2388,1,247.21,247.21
6679423,154096,1599,3,739.25,2217.75
5221135,154096,1594,3,546.07,1638.21
2147991,154096,3928,1,43.55,43.55
7109594,154096,6678,2,840.66,1681.32
2125199,972315,3634,3,508.34,1525.02
9712817,972315,2704,3,375.08,1125.24
3316648,972315,5599,2,816.02,1632.04
6987392,908478,5004,1,415.29,415.29
3349041,908478,6220,1,582.67,582.67
1669929,908478,6736,1,958.33,958.33
9845533,908478,3343,2,471.18,942.36
3672254,498361,4142,1,113.15,113.15
5855599,498361,2423,3,664.32,1992.96
4517309,683413,5009,2,16.56,33.12
3261808,683413,6312,3,377.31,1131.93
5789308,683413,1442,3,738.27,2214.81
8188788,683413,9154,2,846.85,1693.7
2427858,683413,3723,3,546.9,1640.7
9904150,722668,4102,1,414.91,414.91
4669872,722668,6678,1,840.66,840.66
1169638,453632,2263,1,791.05,791.05
3303798,453632,9586,2,410.21,820.42
6667193,453632,5595,2,978.63,1957.26
5065290,284590,2741,2,656.27,1312.54
5521118,284590,6568,2,709.53,1419.06
1109836,284590,3164,3,213.16,639.48
5508392,284590,8011,3,888.52,2665.56
9569803,284590,4087,3,655.82,1967.46
6697603,733428,5553,2,510.24,1020.48
7059303,733428,1209,2,568.56,1137.12
5333263,733428,8126,2,439.34,878.68
9945308,936903,4814,2,680.42,1360.84
8974623,936903,1599,1,739.25,739.25
9934565,936903,7976,1,120.49,120.49
1749838,936903,1343,2,559.24,1118.48
6835410,936903,9033,2,741.31,1482.62
1460993,176808,1530,1,910.92,910.92
9726611,176808,6607,2,335.63,671.26
8276462,176808,5221,1,750.98,750.98
7284997,176808,1571,1,480.78,480.78
5291083,176808,4227,3,870.6,2611.8
2763609,750293,7405,2,562.73,1125.46
6667559,750293,3575,2,951.03,1902.06
7245041,628056,7225,1,843.36,843.36
3587565,628056,5361,1,668.01,668.01
6129539,628056,6706,3,78.9,236.7
3969419,628056,1214,2,565.15,1130.3
7010175,628056,8388,2,910.51,1821.02
6668696,881024,7510,3,36.76,110.28
7823202,881024,8143,1,355.45,355.45
1804770,881024,9588,1,781.33,781.33
5613002,881024,9033,1,741.31,741.31
4235049,881024,6616,3,314.57,943.71
9677780,417080,3947,1,448.9,448.9
2130717,417080,9184,2,803.95,1607.9
3304218,274883,1228,3,862.98,2588.94
7748675,274883,9690,2,656.26,1312.52
8501727,559080,6331,2,51.95,103.9
7680067,559080,6533,3,490.13,1470.39
9235187,559080,8472,1,161.87,161.87
3407848,559080,7785,2,86.47,172.94
8832039,559080,1514,2,543.84,1087.68
7763480,259804,3575,3,951.03,2853.09
5629208,259804,7261,3,482.1,1446.3
1037150,259804,3027,2,275.22,550.44
3568324,259804,3967,3,127.23,381.69
4560942,786020,3817,1,877.35,877.35
2901974,786020,6339,1,585.49,585.49
1042093,751626,6331,1,51.95,51.95
9693765,751626,6030,3,685.81,2057.43
6833255,751626,4365,3,203.44,610.32
8467723,565151,8562,3,35.01,105.03
4583537,565151,5361,1,668.01,668.01
8533467,565151,8143,3,355.45,1066.35
4614482,565151,3634,2,508.34,1016.68
1076961,565151,9154,2,846.85,1693.7
6133399,312682,1146,2,249.16,498.32
2058380,312682,5599,1,816.02,816.02
2190198,312682,8664,3,89.68,269.04
4472234,971082,3227,3,957.61,2872.83
3224473,772240,8390,3,600.72,1802.16
6542797,772240,1450,1,572.14,572.14
7808677,820730,5274,2,241.3,482.6
8590059,820730,5496,1,27.76,27.76
3364939,820730,8285,3,287.92,863.76
4933190,820730,4790,2,781.35,1562.7
4718146,820730,7841,1,170.44,170.44
1597958,507318,5598,3,987.74,2963.22
7579535,535143,2552,3,95.17,285.51
3663371,535143,2704,2,375.08,750.16
5330017,535143,2263,2,791.05,1582.1
5820482,535143,4227,2,870.6,1741.2
4835776,616440,9077,2,604.55,1209.1
7727009,616440,2287,1,679.4,679.4
7448598,352784,7225,2,843.36,1686.72
1098012,618064,6186,3,664.32,1992.96
7343298,618064,2346,1,824.52,824.52
6469340,618064,3899,2,270.82,541.64
5403835,951854,7976,3,120.49,361.47
8030549,951854,4848,2,769.52,1539.04
2133999,951854,1740,1,622.54,622.54
1678679,950261,7841,3,170.44,511.32
9072688,950261,4848,3,769.52,2308.56
2742443,950261,4510,1,640.78,640.78
2389130,824828,8023,1,141.92,141.92
5675324,824828,4505,3,844.53,2533.59
1778436,824828,2829,1,679.79,679.79
2219131,824828,6616,2,314.57,629.14
4774236,824828,8103,3,692.15,2076.45
4321315,170762,8061,1,155.8,155.8
2628645,170762,2624,2,978.27,1956.54
6215111,170762,8376,2,118.04,236.08
1759806,170762,9530,2,145.3,290.6
9638390,170762,4573,1,265.98,265.98
1669554,289991,4790,1,781.35,781.35
5865660,289991,1235,1,190.27,190.27
5122288,289991,5275,1,256.39,256.39
2480827,864167,7063,2,517.73,1035.46
3530970,864167,3363,1,46.78,46.78
2236836,347233,6575,1,855.86,855.86
3921263,347233,6131,1,138.73,138.73
6018879,310834,3086,2,394.32,788.64
5982217,167611,2591,3,752.08,2256.24
8471030,167611,5205,2,898.72,1797.44
5384134,167611,3187,2,522.81,1045.62
6052373,889306,7212,2,353.8,707.6
2325160,889306,7028,1,862.92,862.92
9986478,889306,6678,3,840.66,2521.98
2491884,858298,7893,2,172.27,344.54
7808859,858298,3086,3,394.32,1182.96
4251176,858298,8376,2,118.04,236.08
1851321,858298,8076,3,77.49,232.47
2821785,858298,5205,1,898.72,898.72
5352820,556949,8126,2,439.34,878.68
1172965,556949,9558,2,128.69,257.38
3084410,556949,3817,2,877.35,1754.7
9640860,556949,4222,2,550.98,1101.96
7889078,556949,9079,2,93.07,186.14
3674406,900902,5553,1,510.24,510.24
9081199,659888,1516,1,897.55,897.55
8011059,659888,1765,1,349.89,349.89
3086085,659888,5275,2,256.39,512.78
1818413,553421,8144,2,712.21,1424.42
9041661,553421,1530,2,910.92,1821.84
3718959,553421,4573,1,265.98,265.98
8607609,497508,2154,2,13.11,26.22
9256363,497508,3342,2,498.71,997.42
8477623,497508,5149,3,569.78,1709.34
7789713,497508,5321,3,430.85,1292.55
3923009,497508,8562,2,35.01,70.02
1521696,803277,5746,3,384.68,1154.04
1457505,803277,5383,1,837.67,837.67
9892811,714904,7255,2,967.89,1935.78
9712527,714904,8164,1,203.69,203.69
7808987,714904,6923,1,392.92,392.92
7174031,714904,5046,2,363.5,727.0
9785010,525099,5448,1,255.02,255.02
8178207,525099,5276,1,921.88,921.88
7483271,622994,8248,2,859.54,1719.08
5238210,622994,9858,1,997.49,997.49
1361668,622994,7179,2,982.35,1964.7
4291978,622994,6146,1,597.68,597.68
8972935,622994,3764,3,149.7,449.1
7075602,882118,5033,3,269.85,809.55
3536366,882118,8678,1,490.92,490.92
3425552,325486,2602,1,539.41,539.41
5690827,325486,3094,2,959.96,1919.92
9933888,325486,1418,3,688.98,2066.94
1764037,891850,4183,3,845.07,2535.21
8456005,891850,9079,3,93.07,279.21
8291243,891850,8651,2,114.68,229.36
3245964,891850,4818,3,517.09,1551.27
5406225,891850,2768,1,182.73,182.73
6711854,676823,7785,3,86.47,259.41
4564230,676823,4909,2,990.1,1980.2
7124845,676823,4519,2,355.59,711.18
7232014,676823,4274,2,129.52,259.04
5448432,676823,3227,1,957.61,957.61
5914183,660641,5383,3,837.67,2513.01
7921710,660641,9089,1,244.82,244.82
7840436,660641,1131,2,877.77,1755.54
9422315,858740,4454,2,668.95,1337.9
2288828,858740,6568,3,709.53,2128.59
2442687,504337,6576,1,663.07,663.07
9817256,504337,7225,1,843.36,843.36
2074077,674613,9635,1,757.55,757.55
3693261,674613,5046,1,363.5,363.5
2703248,480454,2702,3,78.03,234.09
2141736,480454,8853,3,440.55,1321.65
9773454,480454,9389,2,451.95,903.9
2639390,480454,4028,3,715.81,2147.43
9108419,866689,7662,1,578.52,578.52
6741585,866689,9192,3,423.15,1269.45
4149281,866689,6241,1,658.5,658.5
3616197,866689,9928,3,982.97,2948.91
4423841,866689,6220,3,582.67,1748.01
8787576,953644,7929,2,330.8,661.6
2947940,953644,8718,1,858.62,858.62
1054720,606410,4860,3,366.97,1100.91
8884557,606410,4230,3,122.25,366.75
7996529,606410,6004,1,618.2,618.2
7777049,240990,1984,1,51.61,51.61
7740509,240990,7004,1,26.06,26.06
9334707,646211,2772,3,199.08,597.24
4979769,646211,3094,1,959.96,959.96
2839872,646211,9173,3,762.55,2287.65
2434788,646211,6231,3,770.83,2312.49
6611267,646211,5609,3,720.8,2162.4
9554255,932592,3825,3,125.95,377.85
8660399,932592,3803,2,280.62,561.24
7755239,932592,6241,3,658.5,1975.5
5038725,932592,9494,2,331.93,663.86
8473765,932592,9606,2,655.21,1310.42
3399662,322153,1131,3,877.77,2633.31
8262909,322153,3727,3,451.24,1353.72
3592820,322153,8868,2,232.88,465.76
4109713,248356,9196,3,221.01,663.03
3842973,248356,4848,1,769.52,769.52
8296580,248356,1765,2,349.89,699.78
8787790,363211,2602,3,539.41,1618.23
1828033,363211,6158,2,435.83,871.66
5203244,363211,6808,2,640.47,1280.94
2969934,363211,6045,3,45.23,135.69
7706628,752039,8657,2,667.03,1334.06
1942060,895966,5599,3,816.02,2448.06
2728090,895966,6808,2,640.47,1280.94
2557505,895966,3727,3,451.24,1353.72
3388401,231549,2702,1,78.03,78.03
6637885,231549,8965,1,840.75,840.75
1226625,231549,8285,3,287.92,863.76
3893147,231549,4230,3,122.25,366.75
8947425,231549,7359,2,83.91,167.82
5079803,474185,9077,3,604.55,1813.65
9181219,474185,9089,1,244.82,244.82
9975184,474185,3913,1,499.45,499.45
3638842,474185,1209,2,568.56,1137.12
4752497,474185,3398,3,50.78,152.34
3270271,746151,3086,2,394.32,788.64
2274526,746151,3187,2,522.81,1045.62
1232135,746151,4171,3,684.12,2052.36
8624422,746151,2723,1,764.22,764.22
5933498,746151,6438,2,397.22,794.44
3713454,103043,9944,1,717.19,717.19
9471310,103043,7199,1,440.4,440.4
7843831,103043,3723,3,546.9,1640.7
3805300,103043,2704,3,375.08,1125.24
2529608,486561,2410,2,623.14,1246.28
5678620,486561,2572,3,292.27,876.81
7805483,486561,8868,3,232.88,698.64
9784414,486561,1211,2,701.91,1403.82
2740011,423436,9985,3,621.85,1865.55
9416194,423436,4689,2,14.2,28.4
2168616,423436,5957,1,750.9,750.9
7043297,423436,5732,1,389.57,389.57
6732840,736485,1279,1,72.65,72.65
8997557,277300,4814,2,680.42,1360.84
3174869,277300,4474,3,555.43,1666.29
7808957,277300,2118,1,366.04,366.04
2681747,262349,9257,1,449.53,449.53
2572577,262349,3803,2,280.62,561.24
3180215,167463,6706,1,78.9,78.9
7753242,479208,5125,3,630.11,1890.33
3114763,479208,5497,2,297.99,595.98
6424890,479208,5330,2,978.32,1956.64
7365929,479208,1032,1,537.37,537.37
9337507,300849,5024,2,125.77,251.54
3796847,300849,6568,2,709.53,1419.06
9751015,300849,7256,1,404.41,404.41
1220669,300849,1703,2,470.4,940.8
5113698,139802,6451,3,735.49,2206.47
6052859,139802,9910,2,464.45,928.9
4071284,550528,4689,1,14.2,14.2
9367648,550528,6568,3,709.53,2128.59
6133843,550528,3946,2,132.25,264.5
9663000,550528,9108,2,367.89,735.78
1015175,550528,8390,2,600.72,1201.44
3553082,289187,9192,1,423.15,423.15
5048686,289187,4785,2,886.13,1772.26
8630736,289187,8858,3,811.09,2433.27
3169229,289187,3537,3,882.99,2648.97
7024657,289187,1550,1,587.5,587.5
8243781,460996,6560,1,913.72,913.72
1796291,460996,3947,3,448.9,1346.7
7412247,460996,1131,3,877.77,2633.31
8101408,460996,5009,2,16.56,33.12
2371320,460996,3398,2,50.78,101.56
7250920,609639,5732,1,389.57,389.57
8617729,609639,9494,3,331.93,995.79
1654876,609639,2563,1,250.49,250.49
9434192,609639,1008,2,593.36,1186.72
9161772,609639,5764,3,330.8,992.4
1196897,757061,1457,3,556.0,1668.0
5244052,757061,1209,2,568.56,1137.12
6059391,261124,4028,1,715.81,715.81
8255666,261124,1925,1,37.3,37.3
8371344,261124,4692,1,709.15,709.15
2375905,423312,3277,1,125.13,125.13
8799546,423312,2872,1,960.78,960.78
4855924,423312,5526,1,800.84,800.84
4336895,423312,6808,3,640.47,1921.41
9114003,138438,5221,1,750.98,750.98
3104909,138438,7777,3,738.13,2214.39
4685362,138438,1235,1,190.27,190.27
6302023,715451,9558,3,128.69,386.07
2988044,715451,3723,3,546.9,1640.7
2192273,532938,7893,2,172.27,344.54
4284742,532938,4222,3,550.98,1652.94
8379082,946748,7554,2,487.38,974.76
7249350,751496,4933,3,646.37,1939.11
9006104,751496,6028,3,163.87,491.61
5377520,751496,9162,2,261.33,522.66
9185052,674827,8649,3,943.39,2830.17
7186947,674827,8472,3,161.87,485.61
3414195,783579,5138,3,14.48,43.44
9165612,783579,1146,3,249.16,747.48
5286891,783579,9985,1,621.85,621.85
6897907,190146,8144,2,712.21,1424.42
4807649,190146,7541,3,762.87,2288.61
6359809,441849,7282,2,928.54,1857.08
5175187,441849,2624,3,978.27,2934.81
1671040,441849,1599,1,739.25,739.25
8889462,399294,3474,3,291.93,875.79
9720044,399294,9108,3,367.89,1103.67
4036135,399294,4886,3,197.79,593.37
4769248,399294,3659,2,992.38,1984.76
6615389,399294,6512,2,390.72,781.44
2092243,112350,5138,3,14.48,43.44
5768284,112350,8868,1,232.88,232.88
7446780,112350,1277,2,980.19,1960.38
1452033,331358,3342,3,498.71,1496.13
6727043,331358,8678,2,490.92,981.84
1224933,180763,3659,3,992.38,2977.14
2547742,180763,4886,1,197.79,197.79
3956370,180763,3027,3,275.22,825.66
3604212,492947,1512,3,231.78,695.34
5002678,492947,4194,1,503.89,503.89
8852644,492947,4953,3,461.74,1385.22
4466704,705328,1568,3,170.59,511.77
3929032,705328,8889,3,29.09,87.27
2607155,705328,1580,2,173.05,346.1
3032899,152084,1765,3,349.89,1049.67
6692154,152084,9188,1,424.06,424.06
9061259,152084,5276,3,921.88,2765.64
9115548,152084,2611,2,394.98,789.96
1195589,218748,4790,2,781.35,1562.7
8640581,218748,8267,2,792.81,1585.62
5022593,451429,1682,1,86.78,86.78
4074226,451429,2552,3,95.17,285.51
9309881,451429,5431,1,749.18,749.18
9183149,758518,5426,1,760.41,760.41
5224002,982116,1016,1,951.66,951.66
8819843,982116,2635,1,466.62,466.62
4048481,989159,3165,3,715.0,2145.0
5969713,989159,3398,2,50.78,101.56
5970934,989159,6616,3,314.57,943.71
6070770,989159,8664,1,89.68,89.68
4767761,989159,1061,2,280.59,561.18
1225403,820079,2166,1,299.82,299.82
4497005,820079,8372,3,28.46,85.38
4998421,820079,3575,2,951.03,1902.06
9193775,820079,9858,3,997.49,2992.47
9271637,497451,8394,2,262.52,525.04
7488725,497451,5024,3,125.77,377.31
1332348,497451,9169,3,762.77,2288.31
4923822,497451,5721,2,939.7,1879.4
9046241,497451,1739,3,748.94,2246.82
3636033,520890,1571,3,480.78,1442.34
1264956,520890,1225,3,722.41,2167.23
6852200,456627,1828,2,678.64,1357.28
4277134,456627,1681,2,357.29,714.58
7257800,456627,2927,2,178.5,357.0
7767566,456627,4272,2,269.87,539.74
9461851,456627,8372,2,28.46,56.92
7625858,468184,4078,2,148.91,297.82
2324944,468184,8835,3,496.18,1488.54
1607487,689802,2954,2,938.96,1877.92
5717527,689802,7078,2,880.2,1760.4
6046303,893909,5496,2,27.76,55.52
4822578,893909,8376,3,118.04,354.12
2245137,893909,1613,2,876.75,1753.5
3415287,893909,4317,1,416.97,416.97
7945415,134936,4227,2,870.6,1741.2
5241816,134936,7057,3,150.08,450.24
6044697,134936,5497,2,297.99,595.98
3405181,134936,3474,1,291.93,291.93
1127872,112601,1051,3,563.16,1689.48
3626835,112601,9657,3,814.61,2443.83
5816962,112601,8143,1,355.45,355.45
5200099,112601,2741,3,656.27,1968.81
7698736,173423,7212,3,353.8,1061.4
5785854,173423,8276,2,269.97,539.94
6015356,173423,8113,2,461.47,922.94
7453407,689326,9033,2,741.31,1482.62
8305880,689326,9307,3,169.21,507.63
5871512,166639,3165,2,715.0,1430.0
3859686,166639,4403,3,262.78,788.34
2218687,508800,9079,3,93.07,279.21
4132340,508800,3899,2,270.82,541.64
6314289,508800,1550,3,587.5,1762.5
5518280,508800,2151,1,510.42,510.42
7561893,508800,6966,2,575.4,1150.8
6680176,750859,1383,1,378.89,378.89
6882738,978326,4852,3,371.92,1115.76
5077284,978326,4936,2,238.78,477.56
5480143,978326,1889,3,85.74,257.22
2910916,978326,1516,2,897.55,1795.1
1766003,477265,2611,1,394.98,394.98
3809732,477265,9108,3,367.89,1103.67
6037289,477265,6423,1,566.18,566.18
6511035,477265,8718,3,858.62,2575.86
3188722,315258,7762,1,46.97,46.97
2206266,315258,9558,3,128.69,386.07
4582171,472389,5624,1,619.92,619.92
5567512,472389,9351,2,740.81,1481.62
6266082,472389,1462,3,980.82,2942.46
9232540,472389,9910,2,464.45,928.9
2321029,472389,4194,3,503.89,1511.67
9443288,817820,4909,1,990.1,990.1
8778742,817820,3913,2,499.45,998.9
5514001,817820,5599,3,816.02,2448.06
8664797,817820,8519,2,68.41,136.82
3532464,817820,5956,2,610.06,1220.12
3450140,757973,2151,3,510.42,1531.26
7584494,757973,9089,2,244.82,489.64
4509960,757973,8651,1,114.68,114.68
5485555,132403,6339,1,585.49,585.49
7826599,132403,5138,1,14.48,14.48
3163554,132403,9147,3,197.24,591.72
4052707,132403,2635,3,466.62,1399.86
1778686,390755,2591,1,752.08,752.08
1319125,390755,1006,1,663.8,663.8
2591541,284529,1085,3,557.56,1672.68
9938580,709196,3913,2,499.45,998.9
8496519,676062,6312,2,377.31,754.62
8168987,676062,8835,1,496.18,496.18
5022553,676062,8868,2,232.88,465.76
6179033,676062,3342,3,498.71,1496.13
2364954,676062,6451,1,735.49,735.49
4559510,581493,5957,2,750.9,1501.8
4025283,581493,7261,3,482.1,1446.3
9315633,598802,6312,1,377.31,377.31
6511897,598802,4600,2,842.74,1685.48
7052804,598802,8835,2,496.18,992.36
3755845,598802,6004,3,618.2,1854.6
8286647,825586,7063,1,517.73,517.73
1276090,809199,3086,3,394.32,1182.96
3706998,809199,5426,1,760.41,760.41
7357401,789267,6045,1,45.23,45.23
9833875,789267,1263,2,581.64,1163.28
6143201,789267,1682,3,86.78,260.34
5595266,317164,1146,2,249.16,498.32
5877307,317164,4183,1,845.07,845.07
3218767,317164,6386,2,274.03,548.06
3198415,317164,1180,3,118.03,354.09
6391985,317164,7841,1,170.44,170.44
6128581,502837,8384,3,202.4,607.2
9199404,502837,3164,1,213.16,213.16
8903962,201531,5850,3,24.19,72.57
4044569,201531,1362,3,709.3,2127.9
1220638,201531,8044,3,139.19,417.57
8316776,201531,3343,1,471.18,471.18
1330427,201531,8697,3,882.65,2647.95
5585832,955744,8187,1,175.5,175.5
2443605,955744,3946,1,132.25,132.25
4049793,955744,3088,1,821.24,821.24
5927069,955744,5149,1,569.78,569.78
6623022,440695,5599,3,816.02,2448.06
9845781,440695,8858,1,811.09,811.09
7740209,440695,8664,1,89.68,89.68
3950647,220447,8023,3,141.92,425.76
5248684,220447,3928,1,43.55,43.55
7085560,220447,8965,3,840.75,2522.25
9410633,220447,4317,2,416.97,833.94
5773549,709097,5721,1,939.7,939.7
7363094,363817,2846,2,686.65,1373.3
5659844,363817,6955,3,404.68,1214.04
6272115,363817,1044,2,453.69,907.38
5809339,363817,3015,2,999.9,1999.8
1919446,363817,8372,1,28.46,28.46
8871566,781136,7255,1,967.89,967.89
6906634,781136,3967,3,127.23,381.69
4358091,781136,6966,1,575.4,575.4
4396982,781136,8384,3,202.4,607.2
4967692,781136,8267,1,792.81,792.81
5630220,686466,1514,1,543.84,543.84
8114733,686466,9910,3,464.45,1393.35
1524402,686466,3825,2,125.95,251.9
7420532,686466,4102,2,414.91,829.82
1255966,686466,5205,2,898.72,1797.44
4234626,665186,3165,2,715.0,1430.0
3191744,665186,4953,1,461.74,461.74
4959472,665186,9910,3,464.45,1393.35
1692033,355318,7759,3,434.9,1304.7
7069861,355318,6241,2,658.5,1317.0
9679698,261343,3986,2,578.03,1156.06
7932291,261343,8187,2,175.5,351.0
5618579,773727,8103,1,692.15,692.15
8375661,848638,1461,2,630.88,1261.76
2259619,285665,6568,1,709.53,709.53
6892705,285665,1263,2,581.64,1163.28
8495401,285665,5721,3,939.7,2819.1
8382727,153288,6575,1,855.86,855.86
4771565,153288,9162,1,261.33,261.33
8239741,513529,5598,2,987.74,1975.48
7435604,513529,6541,3,426.43,1279.29
7332698,513529,4550,2,297.02,594.04
4052337,627979,8472,1,161.87,161.87
3764768,627979,4466,1,628.09,628.09
7592681,869903,1279,2,72.65,145.3
7600470,869903,6030,1,685.81,685.81
7192042,136378,3164,2,213.16,426.32
9719062,136378,5721,3,939.7,2819.1
7976327,136378,7819,2,244.75,489.5
8047367,136378,2382,1,336.87,336.87
9913888,626111,4323,3,831.83,2495.49
6110516,626111,3094,1,959.96,959.96
1918899,930333,1180,2,118.03,236.06
7647895,930333,1599,1,739.25,739.25
2659304,930333,4403,3,262.78,788.34
1443809,930333,2290,1,996.87,996.87
4548603,930333,8276,1,269.97,269.97
6970466,569870,5764,3,330.8,992.4
9337042,569870,7520,2,836.05,1672.1
6101431,569870,3143,2,635.63,1271.26
6016087,967160,7078,2,880.2,1760.4
9666774,967160,9942,3,826.14,2478.42
6058187,955550,1418,1,688.98,688.98
1433202,955550,6274,1,693.51,693.51
5645815,955550,9928,3,982.97,2948.91
8299338,955550,5906,3,995.38,2986.14
1332686,143489,6645,3,120.03,360.09
2135338,143489,7454,2,439.61,879.22
6425790,958244,6274,2,693.51,1387.02
3151903,958244,7245,3,445.85,1337.55
9315866,958244,9076,2,620.55,1241.1
1495077,171260,1682,2,86.78,173.56
4075379,136436,2640,2,663.43,1326.86
1359804,136436,6568,3,709.53,2128.59
3195922,136436,5220,2,65.1,130.2
8255993,136436,6541,2,426.43,852.86
1543920,136436,2131,3,530.31,1590.93
7548111,378552,8574,3,905.17,2715.51
4437426,378552,8889,1,29.09,29.09
1491343,378552,2635,3,466.62,1399.86
1192220,378552,6111,1,782.77,782.77
7454253,952256,3088,3,821.24,2463.72
7200181,952256,2172,3,118.79,356.37
5487111,952256,2805,3,738.33,2214.99
8079236,748184,7405,1,562.73,562.73
1127945,748184,6634,3,203.58,610.74
8725848,748184,9985,3,621.85,1865.55
4968305,748184,1313,3,279.37,838.11
7472758,748184,9928,2,982.97,1965.94
4610427,327296,1740,2,622.54,1245.08
5760925,327296,1209,1,568.56,568.56
2209793,860936,6474,1,101.97,101.97
8709572,860936,3422,3,20.32,60.96
2545403,860936,6486,2,218.29,436.58
5448320,860936,6741,3,67.49,202.47
7883922,557145,8108,2,828.7,1657.4
1416109,557145,8801,2,590.91,1181.82
8527209,557145,9558,2,128.69,257.38
4881056,812555,6808,1,640.47,640.47
2525609,812555,2484,2,230.09,460.18
8972151,246709,4505,1,844.53,844.53
9963331,246709,4573,2,265.98,531.96
1973784,246709,7785,1,86.47,86.47
8065657,246709,6808,3,640.47,1921.41
5268554,984833,5349,2,813.72,1627.44
5729413,984833,7820,1,209.56,209.56
6258528,119092,1228,1,862.98,862.98
2342757,249887,9173,1,762.55,762.55
6055644,249887,1828,1,678.64,678.64
4665197,249887,1907,3,915.32,2745.96
4674208,249887,8202,2,610.32,1220.64
5423167,670246,2736,2,109.98,219.96
2335320,670246,1228,3,862.98,2588.94
6247424,740486,1739,3,748.94,2246.82
8607675,740486,4454,3,668.95,2006.85
4684470,740486,6136,2,293.73,587.46
7714478,654125,2172,2,118.79,237.58
8639005,654125,8384,3,202.4,607.2
9411477,654125,3315,3,220.09,660.27
6772779,654125,5205,3,898.72,2696.16
3816462,654125,8076,2,77.49,154.98
4306127,850617,5935,3,649.11,1947.33
8244856,850617,9791,3,11.94,35.82
3518798,850617,8958,1,501.66,501.66
5040164,281400,3967,1,127.23,127.23
7441913,281400,7255,3,967.89,2903.67
3999031,281400,8777,2,124.21,248.42
5530420,281400,4323,1,831.83,831.83
6583740,991900,2957,3,348.52,1045.56
3670199,991900,1461,1,630.88,630.88
4789178,991900,2131,3,530.31,1590.93
6510715,991900,2423,1,664.32,664.32
8088629,996850,9184,2,803.95,1607.9
2775137,996850,1703,1,470.4,470.4
5328136,996850,8666,2,257.65,515.3
7579219,762025,3537,2,882.99,1765.98
9563352,762025,1351,3,666.72,2000.16
4240851,861054,5957,1,750.9,750.9
6746009,861054,6186,3,664.32,1992.96
1554795,881762,9162,3,261.33,783.99
5808264,881762,9866,1,959.88,959.88
4716602,881762,6645,1,120.03,120.03
3404889,867077,8718,1,858.62,858.62
8354292,867077,5276,1,921.88,921.88
5488194,541961,7054,3,284.13,852.39
1617888,541961,6754,1,723.66,723.66
5933935,541961,9690,1,656.26,656.26
4234659,390956,6808,2,640.47,1280.94
9125740,390956,4692,1,709.15,709.15
7889911,390956,6241,2,658.5,1317.0
7107520,726368,8108,3,828.7,2486.1
5662695,964537,6486,1,218.29,218.29
7968462,964537,4692,1,709.15,709.15
2442654,257595,7510,2,36.76,73.52
9899782,683529,1568,3,170.59,511.77
1103869,933299,6521,2,47.97,95.94
5939114,933299,4818,3,517.09,1551.27
4567170,933299,3165,2,715.0,1430.0
1328694,505502,8478,2,688.4,1376.8
2033791,505502,5774,3,658.56,1975.68
2563334,505502,9635,3,757.55,2272.65
9344120,376599,9288,3,189.17,567.51
1285914,376599,8267,3,792.81,2378.43
9135111,135364,2954,3,938.96,2816.88
7286695,135364,4546,2,212.83,425.66
7201955,135364,3825,3,125.95,377.85
5353989,135364,3958,3,444.18,1332.54
8003494,135364,4848,2,769.52,1539.04
2349893,390172,2611,2,394.98,789.96
1726992,390172,8384,2,202.4,404.8
4576934,390172,6808,2,640.47,1280.94
4419971,390172,8489,2,918.61,1837.22
2499757,390172,7520,1,836.05,836.05
7788135,727590,4546,1,212.83,212.83
6736469,727590,9657,2,814.61,1629.22
4532897,865776,9944,3,717.19,2151.57
5449400,865776,8376,2,118.04,236.08
1056023,865776,8625,2,237.92,475.84
1020289,590792,3677,3,923.33,2769.99
2361475,590792,8390,3,600.72,1802.16
4292259,590792,3931,2,517.86,1035.72
2097802,590792,6645,2,120.03,240.06
6797495,954083,2741,3,656.27,1968.81
5817065,954083,6645,2,120.03,240.06
6847732,954083,6634,3,203.58,610.74
3883223,522841,2954,2,938.96,1877.92
3161642,217004,8103,2,692.15,1384.3
4322204,266561,4967,1,247.19,247.19
6871920,266561,4230,1,122.25,122.25
5373986,266561,5426,3,760.41,2281.23
5853843,266561,3957,3,331.23,993.69
4129595,887076,4814,1,680.42,680.42
5726956,887076,5553,1,510.24,510.24
5639223,564985,9089,3,244.82,734.46
2584793,564985,3958,3,444.18,1332.54
4133959,523563,9122,2,950.8,1901.6
3488901,683118,8390,1,600.72,600.72
1804841,683118,3490,3,796.84,2390.52
2559575,683118,4618,2,492.86,985.72
2368280,683118,5321,2,430.85,861.7
4856753,737951,6875,2,79.54,159.08
6820194,737951,9687,1,332.32,332.32
2230768,580348,9257,3,449.53,1348.59
7195800,580348,8390,3,600.72,1802.16
8474171,580348,3343,1,471.18,471.18
1117998,580348,4692,3,709.15,2127.45
2757521,580348,9147,1,197.24,197.24
2663731,202676,2136,1,237.0,237.0
5762717,202676,6331,2,51.95,103.9
4250797,202676,8103,3,692.15,2076.45
2955109,202676,8276,3,269.97,809.91
