pedido_id,cliente_id,data_pedido,status,valor_total
722668,13128,2025-03-12 12:18:16,Confirmado,1255
453632,25970,2025-02-28 19:40:46,Confirmado,3568
284590,72176,2023-12-31 19:15:40,CANCELADO,8004
733428,48390,2024-09-20 15:54:15,Confirmado,3036
936903,12905,2024-03-21 06:11:20,Confirmado,4821
176808,50457,2025-07-25 09:59:06,Pending,5425
750293,32152,2025-04-23 05:18:35,Confirmado,3027
628056,60496,2024-08-08 13:25:51,Confirmado,4699
881024,21466,2024-04-16 00:18:27,Confirmado,2932
417080,79354,2025-01-21 06:02:47,Pending,2056
274883,70987,2024-08-16 14:46:45,Confirmado,3901
559080,86950,2024-09-11 13:05:05,Confirmado,2996
259804,45965,2024-05-29 21:32:36,Confirmado,5231
786020,57698,2025-06-12 11:19:32,Confirmado,1462
751626,16992,2023-12-30 01:42:59,CANCELADO,2719
565151,29757,2024-01-22 13:15:13,CANCELADO,4549
312682,27972,2024-06-11 16:24:43,Pending,1583
971082,63603,2024-06-14 06:05:50,Confirmado,2872
772240,36482,2023-08-20 07:31:35,Pending,2374
820730,32152,2024-10-24 09:56:50,CANCELADO,3107
507318,78086,2025-06-10 00:44:20,Pending,2963
535143,80080,2024-11-19 20:24:23,Confirmado,4358
616440,23780,2023-11-27 02:06:14,Pending,1888
352784,78086,2025-01-22 23:51:31,Confirmado,1686
618064,76403,2024-07-04 21:05:53,Confirmado,3359
951854,14702,2025-02-19 14:05:28,Confirmado,2523
950261,69166,2023-12-06 14:36:24,Confirmado,3460
824828,88503,2024-04-05 08:29:18,Confirmado,6060
170762,44039,2025-07-20 09:11:58,Confirmado,2905
289991,94091,2024-10-20 05:42:55,CANCELADO,1228
864167,64101,2025-01-16 16:19:30,Confirmado,1082
347233,78701,2025-01-08 22:10:47,Confirmado,994
310834,27919,2024-08-15 14:49:24,Confirmado,788
167611,66424,2024-06-16 13:44:08,Pending,5099
889306,33562,2025-05-06 21:51:53,Pending,4092
858298,33562,2024-12-15 11:37:07,Pending,2894
556949,72527,2024-07-01 10:15:21,CANCELADO,4178
900902,41786,2025-04-16 21:15:33,Pending,510
659888,83586,2024-11-26 11:49:20,CANCELADO,1760
553421,52853,2023-08-16 12:53:57,Pending,3512
497508,10956,2023-10-30 21:37:42,CANCELADO,4095
803277,96674,2023-10-01 06:10:31,Pending,1991
714904,81470,2024-10-06 00:15:36,Confirmado,3259
525099,19572,2025-07-23 12:23:15,Confirmado,1176
622994,50816,2024-04-09 19:39:52,Pending,5728
882118,59226,2024-03-16 21:53:47,Confirmado,1300
325486,82387,2023-12-24 14:42:52,Confirmado,4526
891850,83382,2024-10-26 01:56:38,Confirmado,4777
676823,19245,2024-12-14 04:29:44,Confirmado,4167
660641,19572,2024-07-09 10:09:09,Confirmado,4513
858740,52884,2024-12-08 12:39:55,Confirmado,3466
504337,15743,2024-05-16 08:14:32,Confirmado,1506
674613,29159,2023-10-04 07:55:26,CANCELADO,1121
480454,55162,2023-09-08 15:34:06,Confirmado,4607
866689,10224,2023-07-31 07:48:36,CANCELADO,7203
953644,88982,2025-06-16 11:21:24,Confirmado,1520
606410,38160,2025-01-31 19:30:33,Confirmado,2085
240990,55756,2025-03-11 04:19:24,Confirmado,77
646211,85540,2023-10-05 11:42:43,Confirmado,8319
932592,30818,2023-08-15 11:29:05,Confirmado,4888
322153,34786,2024-08-11 05:09:45,Confirmado,4452
248356,43728,2023-10-25 20:12:13,CANCELADO,2132
363211,28731,2024-09-13 01:59:35,Confirmado,3906
752039,26656,2024-03-02 01:29:56,Confirmado,1334
895966,13455,2024-04-22 16:46:41,Confirmado,5082
231549,26391,2025-04-04 18:40:08,Confirmado,2317
474185,47585,2024-05-13 00:08:21,Confirmado,3847
746151,32389,2024-04-07 06:12:30,Confirmado,5445
103043,65837,2024-08-01 06:08:00,Confirmado,3923
486561,42369,2024-08-15 19:01:58,Pending,4225
423436,40685,2024-08-30 11:33:00,Confirmado,3034
736485,62545,2025-05-11 02:43:08,CANCELADO,72
277300,11322,2023-09-21 06:44:00,Confirmado,3393
262349,36191,2024-06-12 14:07:56,CANCELADO,1010
167463,85418,2025-06-26 09:56:43,Pending,78
479208,91376,2025-03-25 23:43:06,Confirmado,4980
300849,73257,2025-05-25 20:22:30,Confirmado,3015
139802,65235,2024-12-21 22:26:16,Confirmado,3135
550528,18500,2024-07-04 11:09:43,Confirmado,4344
289187,13273,2025-06-15 01:21:08,Pending,7865
460996,47592,2025-02-27 21:05:51,Confirmado,5028
609639,66424,2023-08-04 09:05:22,Confirmado,3814
757061,43341,2025-02-10 08:00:56,Confirmado,2805
261124,50897,2025-05-28 07:22:51,Confirmado,1462
423312,44525,2024-04-01 05:13:18,Pending,3808
138438,99180,2024-07-27 17:52:10,Confirmado,3155
715451,48919,2024-12-20 01:59:11,Pending,2026
532938,82281,2025-03-17 20:05:06,Confirmado,1997
946748,37946,2023-11-03 05:18:43,Pending,974
751496,23431,2024-10-07 09:07:51,Confirmado,2953
674827,27294,2024-09-13 23:37:02,Confirmado,3315
783579,35476,2025-02-26 22:10:59,Confirmado,1412
190146,12412,2024-05-27 10:09:54,CANCELADO,3713
441849,41403,2024-04-10 19:12:07,Pending,5531
399294,62542,2024-10-26 14:53:31,CANCELADO,5339
112350,31376,2024-05-22 09:16:00,Confirmado,2236
331358,54274,2024-01-28 18:34:32,Confirmado,2477
180763,68027,2024-03-05 06:50:53,Confirmado,4000
492947,10183,2024-08-13 15:34:51,Confirmado,2584
705328,13273,2023-10-26 06:42:22,Confirmado,945
152084,61453,2025-05-08 22:11:41,Pending,5029
218748,19800,2024-03-16 11:56:57,CANCELADO,3148
451429,41781,2025-01-28 23:32:14,Confirmado,1121
758518,59217,2023-08-20 05:59:29,Confirmado,760
982116,34984,2024-03-27 19:18:32,Confirmado,1418
989159,85540,2024-02-03 18:41:36,Confirmado,3841
820079,29527,2025-07-09 13:52:33,Confirmado,5279
497451,73874,2023-10-17 08:26:47,Pending,7316
520890,76143,2024-01-25 21:59:18,Confirmado,3609
456627,19569,2023-09-02 17:24:21,CANCELADO,3025
468184,27919,2025-02-08 22:36:47,Confirmado,1786
689802,70282,2023-11-18 07:50:59,Confirmado,3638
893909,66798,2025-07-22 08:03:09,Confirmado,2580
134936,71591,2023-08-18 06:07:00,Pending,3079
112601,16205,2025-06-12 03:08:59,Confirmado,6457
173423,32508,2024-02-04 13:42:36,Confirmado,2524
689326,79255,2025-04-20 05:30:06,Confirmado,1990
166639,12096,2024-04-07 02:56:38,Pending,2218
508800,27103,2024-01-29 23:59:41,Pending,4244
750859,92108,2024-08-14 20:46:06,Confirmado,378
978326,95951,2025-07-06 00:22:25,Pending,3645
477265,42024,2024-08-11 19:20:28,Pending,4640
315258,81137,2024-02-06 21:07:25,Pending,433
472389,65235,2023-09-04 08:24:07,Confirmado,7484
817820,16179,2024-01-21 20:01:48,Confirmado,5794
757973,53894,2025-03-26 17:18:05,Pending,2135
132403,59574,2023-11-13 02:14:18,Confirmado,2591
390755,53162,2025-06-12 09:27:26,Confirmado,1415
284529,67551,2024-06-04 20:51:24,Confirmado,1672
709196,58071,2024-03-08 23:33:26,CANCELADO,998
676062,68495,2024-10-21 17:32:26,Confirmado,3948
581493,84347,2024-11-26 22:35:22,Confirmado,2948
598802,58352,2025-06-05 00:58:40,Confirmado,4909
825586,40131,2024-11-24 15:29:46,Confirmado,517
809199,74893,2024-10-06 12:29:24,CANCELADO,1943
789267,71056,2024-07-22 14:47:36,Pending,1468
317164,18551,2024-03-04 10:02:47,Pending,2415
502837,85257,2024-03-24 08:38:29,Confirmado,820
201531,70734,2025-04-27 11:48:33,Confirmado,5737
955744,57433,2024-10-20 08:08:32,Confirmado,1698
440695,59952,2024-12-01 21:48:14,CANCELADO,3348
220447,96674,2024-01-10 01:45:19,CANCELADO,3825
709097,83748,2024-07-24 17:15:38,Confirmado,939
363817,84855,2025-05-04 23:23:22,Confirmado,5522
781136,81908,2025-05-04 04:09:32,Confirmado,3324
686466,11352,2024-11-27 14:57:17,Confirmado,4816
665186,13640,2024-11-19 00:54:46,Confirmado,3285
355318,47091,2025-06-21 11:22:50,Confirmado,2621
261343,25427,2024-09-02 22:10:16,Confirmado,1507
773727,37072,2024-12-03 03:48:54,Confirmado,692
848638,27103,2023-10-31 09:49:34,Confirmado,1261
285665,19778,2024-06-12 19:46:47,Confirmado,4691
153288,62848,2025-03-11 05:44:53,Confirmado,1117
513529,34777,2025-04-17 09:42:18,CANCELADO,3848
627979,67310,2023-11-05 02:57:13,Confirmado,789
869903,78086,2024-12-22 14:15:14,Confirmado,831
136378,90310,2024-07-24 10:25:54,CANCELADO,4071
626111,80959,2024-06-05 07:41:52,Confirmado,3455
930333,29861,2024-07-03 21:11:02,Confirmado,3030
569870,22464,2024-02-27 16:29:59,Confirmado,3935
967160,54619,2023-10-31 11:45:53,CANCELADO,4238
955550,63947,2024-03-10 10:22:48,Confirmado,7317
143489,56803,2025-04-10 15:46:07,CANCELADO,1239
958244,63401,2023-12-24 05:59:09,Confirmado,3965
171260,71207,2025-04-21 05:00:28,Confirmado,173
136436,13128,2024-06-10 22:35:50,Confirmado,6029
378552,88562,2025-06-09 02:29:53,Confirmado,4927
952256,71628,2024-02-11 12:56:41,Confirmado,5035
748184,81809,2023-12-21 01:53:38,Confirmado,5843
327296,98802,2023-11-08 13:47:57,Pending,1813
860936,35538,2024-06-14 06:17:16,Confirmado,801
557145,89974,2023-08-01 17:49:10,Confirmado,3096
812555,53588,2024-04-16 08:14:08,Confirmado,1100
246709,99651,2024-08-18 11:31:15,Confirmado,3384
984833,77332,2025-03-26 07:28:10,Confirmado,1837
119092,78456,2024-08-24 14:16:31,Confirmado,862
249887,53443,2025-05-05 12:34:51,Confirmado,5407
670246,82780,2025-04-25 16:19:41,Confirmado,2808
740486,23431,2025-06-19 17:47:44,Confirmado,4841
654125,26401,2024-01-08 17:14:10,Pending,4356
850617,83299,2023-09-16 06:19:33,Confirmado,2484
281400,81809,2024-06-27 06:01:27,Pending,4111
991900,38669,2024-10-04 00:41:35,CANCELADO,3931
996850,65015,2024-02-12 22:54:23,CANCELADO,2593
762025,90514,2024-09-07 03:27:40,CANCELADO,3766
861054,87990,2024-06-15 03:08:37,CANCELADO,2743
881762,64251,2024-03-21 01:25:52,Confirmado,1863
867077,79215,2024-12-03 08:41:16,Confirmado,1780
541961,36869,2024-03-14 18:01:28,Confirmado,2232
390956,39788,2025-07-12 12:33:57,Confirmado,3307
726368,23121,2024-03-25 09:01:10,Confirmado,2486
964537,58071,2023-10-01 07:46:49,CANCELADO,927
257595,53596,2024-06-13 10:05:56,Confirmado,73
683529,91380,2025-01-17 22:01:43,Pending,511
933299,27809,2024-11-26 19:36:46,Confirmado,3077
505502,28098,2024-01-24 10:00:13,Confirmado,5625
376599,55149,2023-09-25 23:27:35,CANCELADO,2945
135364,26656,2023-10-06 09:40:07,Confirmado,6491
390172,73890,2025-07-05 08:48:48,CANCELADO,5148
727590,44192,2024-06-06 05:08:04,Confirmado,1842
865776,49807,2025-01-17 00:03:26,Confirmado,2863
590792,91095,2025-07-28 03:11:21,Confirmado,5847
954083,96335,2024-01-13 23:48:07,CANCELADO,2819
522841,99769,2025-01-17 07:04:46,Pending,1877
217004,77301,2024-05-26 19:24:29,Confirmado,1384
266561,13455,2024-05-13 07:49:51,Confirmado,3644
887076,95951,2024-11-02 21:43:21,Confirmado,1190
564985,62945,2025-04-14 06:05:11,Pending,2067
523563,32045,2024-10-16 06:37:25,CANCELADO,1901
683118,30054,2024-07-28 19:50:51,Pending,4838
737951,19656,2023-12-01 12:20:54,Confirmado,491
580348,14443,2025-02-12 17:57:37,Confirmado,5946
202676,38222,2025-02-27 03:10:54,CANCELADO,3227
388104,99119,2025-03-10 13:57:17,Confirmado,1503
411805,47354,2025-01-08 11:34:22,Confirmado,3430
580823,47519,2024-04-22 01:03:49,Confirmado,3064
921003,89497,2024-06-03 17:36:50,Confirmado,3290
695280,34786,2024-02-08 19:13:17,Confirmado,3240
745847,79266,2023-10-23 06:27:01,Pending,569
660769,13973,2024-04-18 15:22:45,Pending,2390
961393,71751,2024-11-25 21:14:09,Confirmado,251
511109,10224,2024-05-02 14:10:49,Confirmado,196
514208,15381,2025-05-13 16:32:35,Confirmado,1942
991365,81960,2024-07-16 11:42:05,Pending,1097
386701,13114,2024-09-21 05:22:32,Confirmado,991
645465,21339,2024-10-14 00:05:28,Confirmado,594
154158,28020,2024-09-10 16:22:11,Confirmado,2774
955665,98136,2024-10-14 11:32:57,CANCELADO,3858
462580,67919,2025-02-09 07:17:04,Confirmado,7813
826268,29660,2024-03-07 15:05:00,Confirmado,363
266348,82107,2024-08-14 04:36:37,Confirmado,4480
875313,35057,2025-06-26 10:39:45,CANCELADO,3148
924630,11434,2023-12-18 10:59:53,CANCELADO,1906
499435,67529,2023-12-09 22:02:52,CANCELADO,5614
528144,29499,2025-03-05 22:34:56,Confirmado,4187
555542,27190,2024-03-23 10:29:54,Pending,5688
229475,57858,2024-03-20 05:05:57,Confirmado,2621
203496,65121,2025-02-13 20:38:46,Pending,3242
559301,97013,2025-01-15 14:48:53,Confirmado,1086
673292,43768,2024-11-12 08:25:47,Confirmado,6106
157567,29861,2025-02-19 14:02:00,Pending,466
618538,85278,2024-01-16 21:45:42,Confirmado,1825
608950,77082,2024-06-18 03:18:06,Confirmado,2329
283700,79530,2024-06-03 08:33:55,Pending,3114
777651,92372,2024-03-19 20:51:13,Confirmado,2731
357886,78391,2024-03-26 07:30:55,CANCELADO,5122
528094,55376,2024-09-11 14:17:15,Confirmado,6292
274840,20453,2024-02-12 18:48:19,Confirmado,2863
672788,80557,2024-12-21 09:20:15,Pending,548
832039,18543,2024-12-02 13:23:16,Confirmado,1733
130534,61968,2024-03-06 21:49:33,Confirmado,5419
575079,29546,2025-06-27 13:12:50,Confirmado,7008
782689,66330,2025-01-05 06:48:47,Confirmado,5404
121880,67310,2025-03-15 00:17:44,Confirmado,7044
729629,66664,2024-06-14 13:02:33,Confirmado,2223
675225,38222,2025-05-23 13:12:46,Pending,3763
657580,42227,2024-04-11 16:29:09,Confirmado,5932
574157,88503,2025-07-23 20:33:36,Confirmado,4000
954316,85932,2024-11-29 08:25:38,CANCELADO,3936
232764,14702,2024-09-20 03:35:52,CANCELADO,2364
926663,65015,2025-02-07 20:52:04,Confirmado,2956
992643,54532,2024-02-09 13:05:38,Pending,1448
855039,52075,2024-04-09 21:26:14,Confirmado,1104
659430,83748,2023-10-05 03:56:20,CANCELADO,866
762280,54884,2025-05-16 00:35:45,Pending,5730
732674,82066,2024-08-06 06:31:58,Confirmado,3472
550363,17094,2023-08-25 15:42:47,CANCELADO,3137
283882,22221,2024-06-20 01:54:34,Pending,1892
344226,15157,2025-05-15 20:05:41,Pending,2218
398225,38669,2024-08-30 07:47:43,Confirmado,2535
283081,21433,2025-03-22 23:09:22,CANCELADO,2359
654983,25057,2025-04-06 06:33:23,Confirmado,6414
793749,78086,2024-09-12 06:29:53,Confirmado,183
382253,17870,2024-08-15 01:50:23,Confirmado,1648
888342,49700,2023-09-09 02:06:42,Confirmado,6083
947866,32917,2025-02-11 17:25:33,Pending,2444
865021,10083,2023-08-24 12:30:24,Confirmado,5155
436838,71628,2024-05-26 23:50:36,Confirmado,4276
934647,59226,2025-05-05 17:50:16,CANCELADO,5853
687341,73633,2023-11-27 15:54:41,Confirmado,1800
921526,44464,2024-03-11 03:00:48,Confirmado,3901
868435,34158,2023-12-21 17:06:47,Confirmado,4122
371063,70047,2024-09-08 05:15:06,CANCELADO,3142
994531,65803,2023-11-04 01:14:03,Pending,4612
510659,34086,2024-04-01 16:16:22,Pending,3053
196664,61151,2024-09-01 22:28:57,Confirmado,1003
258964,19778,2024-04-29 18:49:26,Confirmado,1956
460582,28614,2025-03-25 06:40:18,Confirmado,1853
729293,70652,2024-08-08 16:53:47,Confirmado,6388
979596,49235,2024-12-06 11:10:13,CANCELADO,1956
468865,70928,2024-05-14 10:13:13,CANCELADO,2049
638321,65579,2023-11-02 18:18:15,Confirmado,3431
464238,63822,2024-06-26 17:56:28,CANCELADO,1790
106285,39636,2024-02-20 21:40:05,Confirmado,2419
583689,80708,2023-10-12 11:08:41,Pending,4808
109349,47592,2024-02-13 05:54:50,Confirmado,2577
884385,65900,2025-04-03 20:09:03,Confirmado,1517
850814,15157,2025-06-07 12:19:27,Confirmado,2215
761663,66471,2023-10-02 10:15:14,Confirmado,690
276459,78456,2024-09-20 03:39:07,CANCELADO,2293
598783,60498,2023-09-03 19:56:57,CANCELADO,766
795748,55897,2023-12-26 16:34:56,Confirmado,4720
897578,79999,2025-06-01 05:57:18,Confirmado,1239
654081,48691,2024-02-15 10:11:11,Pending,4134
137140,54274,2024-05-06 23:19:31,Confirmado,4117
610994,48196,2025-03-23 16:15:15,Confirmado,3633
482450,53284,2023-08-14 11:18:01,Pending,1837
731294,33314,2024-02-19 16:24:53,CANCELADO,1184
333215,80020,2025-04-04 17:25:18,Confirmado,4523
238378,79530,2025-07-10 05:13:21,Confirmado,3319
110838,60784,2024-06-17 17:17:41,Pending,5656
694393,20587,2024-09-14 16:15:48,Confirmado,7543
374494,32045,2024-12-20 12:58:49,Confirmado,2554
799744,59157,2024-04-24 02:16:17,CANCELADO,1783
711727,91090,2024-07-30 08:04:06,Confirmado,1318
864737,71628,2024-05-05 20:18:24,Confirmado,4607
824325,82666,2024-12-06 01:43:25,CANCELADO,1905
305792,37072,2025-05-05 05:37:50,Confirmado,2282
911956,35377,2024-03-30 08:20:41,Confirmado,7327
813037,16868,2025-01-05 11:57:05,Confirmado,2603
567936,46193,2023-10-30 20:46:12,Confirmado,5811
308838,27134,2023-10-18 03:10:55,Pending,2202
184913,60542,2023-11-26 12:45:50,CANCELADO,2039
553370,95792,2023-11-04 03:45:37,Confirmado,1047
440949,88013,2024-07-13 15:07:21,Pending,3487
423471,66424,2025-06-10 23:03:38,Confirmado,2774
869237,43738,2025-02-12 20:58:05,Confirmado,4281
982984,80906,2024-09-03 18:44:34,Confirmado,720
333878,43711,2024-03-10 07:40:23,Pending,4894
191488,67310,2025-07-12 21:13:06,Confirmado,5690
440619,83095,2024-12-29 08:27:36,Confirmado,2633
551974,15578,2024-10-27 19:20:15,Confirmado,1430
308527,68134,2025-01-29 18:54:41,CANCELADO,1384
432095,36220,2025-03-07 01:35:36,Pending,1891
808946,97281,2024-03-01 00:31:39,Pending,1115
377838,34522,2023-08-14 04:24:50,Confirmado,2392
971155,62629,2025-03-13 13:50:15,Pending,2930
140881,42244,2024-07-02 06:28:17,Confirmado,4692
955447,11642,2024-09-01 08:47:57,Confirmado,6486
808357,12412,2025-07-09 13:07:31,Pending,2836
280859,14362,2025-01-16 20:44:57,CANCELADO,2467
681600,68145,2025-07-13 05:33:22,Confirmado,4494
453158,42901,2024-04-27 22:45:19,Pending,8602
499712,89424,2024-04-20 10:23:30,CANCELADO,1879
292896,99495,2025-04-21 16:05:23,Pending,4297
776276,83129,2024-09-15 03:14:50,CANCELADO,3966
716779,26751,2024-11-17 09:07:05,Confirmado,1150
423319,24732,2024-05-05 20:20:11,Confirmado,2932
667892,75096,2025-01-20 10:19:25,CANCELADO,4298
186823,93800,2024-07-13 07:28:04,Confirmado,1561
521998,96502,2024-01-14 10:48:56,Confirmado,838
889065,16205,2025-01-17 19:34:55,Pending,5120
802404,52897,2024-08-29 17:29:09,Confirmado,4935
255178,45637,2025-07-02 17:05:28,Confirmado,756
450086,60499,2024-05-24 23:33:13,Confirmado,4024
317811,86220,2025-03-12 15:34:33,Pending,260
839790,44887,2024-10-31 04:49:54,Pending,3619
674464,54084,2023-08-30 06:03:54,Confirmado,2888
767774,56880,2025-06-25 17:50:27,Confirmado,1856
640466,92154,2024-08-24 07:19:13,Confirmado,4472
812444,87753,2023-12-21 08:17:19,Confirmado,1383
935438,98640,2025-06-02 01:08:01,Confirmado,494
466847,94204,2024-05-15 03:19:40,Confirmado,3343
418328,76232,2025-05-14 19:52:27,Confirmado,446
394663,13534,2025-04-19 04:33:16,Confirmado,1975
572074,69132,2025-01-31 06:58:33,Pending,4518
416858,66382,2023-11-23 02:26:53,Pending,1734
745256,82066,2023-10-05 00:33:14,Confirmado,829
216731,28731,2024-12-06 15:22:06,Pending,1894
572696,35057,2024-03-05 04:29:08,Confirmado,503
612021,77778,2023-08-28 13:56:13,Confirmado,1544
298513,93938,2025-01-27 08:02:44,Pending,2942
946445,87990,2024-07-27 17:03:17,Confirmado,3785
689449,98153,2024-04-13 04:59:23,Confirmado,7347
501688,19572,2024-08-12 23:21:17,Confirmado,1372
300774,70484,2024-08-30 06:54:19,CANCELADO,2697
747415,59865,2024-09-21 13:36:42,Confirmado,1633
723149,52853,2025-02-17 19:42:54,Confirmado,4105
388131,65255,2024-08-17 11:57:29,Confirmado,4221
526538,45435,2024-10-18 13:04:58,CANCELADO,1716
816856,96116,2024-12-17 16:20:33,Confirmado,2970
132569,48063,2025-03-03 00:24:26,CANCELADO,4753
422223,71591,2025-03-01 13:53:53,Pending,4539
795168,70126,2024-09-11 07:14:49,Pending,2738
833672,47578,2025-02-22 22:07:15,CANCELADO,2324
904594,32917,2023-07-30 06:20:37,Confirmado,5591
118430,72746,2023-08-12 04:34:27,Confirmado,4827
495067,70282,2025-02-08 19:20:13,CANCELADO,3386
630761,93944,2025-03-20 09:24:05,Confirmado,1294
862092,66954,2023-08-13 18:36:26,Confirmado,4705
258939,17479,2023-08-11 20:58:19,CANCELADO,9876
849155,32152,2023-12-20 20:13:43,Pending,3110
642359,68027,2025-04-05 19:22:27,Confirmado,1253
479417,18172,2025-04-12 09:46:24,Confirmado,3940
857547,97447,2023-10-28 19:09:57,Confirmado,2453
684577,15626,2024-03-23 13:52:40,Confirmado,5729
632856,68145,2025-01-24 22:31:01,Confirmado,8259
725026,74066,2025-05-24 05:33:36,CANCELADO,3936
327010,43334,2023-10-30 22:06:54,Confirmado,3913
806797,74366,2024-12-13 16:58:25,Pending,4135
628765,69166,2023-11-10 00:19:58,Confirmado,3269
594163,34064,2024-04-25 22:01:08,Pending,1185
497200,13195,2024-03-11 17:25:37,Confirmado,842
736384,23121,2023-11-20 18:02:36,Confirmado,1156
500345,78767,2024-01-22 19:23:55,Confirmado,3611
897916,28614,2025-03-09 10:44:02,Confirmado,6022
352149,81908,2023-12-12 19:04:11,CANCELADO,2073
998099,11352,2024-12-30 10:32:53,Confirmado,802
562897,41583,2024-09-30 17:56:37,Confirmado,3348
448448,57719,2023-12-14 02:38:37,Confirmado,898
131971,96502,2024-06-26 07:54:28,Pending,5146
596061,22314,2025-06-20 04:40:56,CANCELADO,662
387159,34984,2023-11-10 19:53:26,Confirmado,5018
375741,10624,2024-03-06 02:10:14,Pending,2461
145858,66383,2025-05-18 08:48:48,Pending,7029
338729,68893,2024-10-18 14:21:40,Confirmado,2048
150615,85571,2023-09-23 19:16:30,CANCELADO,4186
675195,83129,2025-04-01 10:21:55,Confirmado,4645
998459,11169,2025-05-03 18:38:53,Pending,2236
551388,53443,2024-12-27 23:47:54,Confirmado,2172
466577,79094,2023-08-02 05:51:59,Confirmado,2098
329022,95431,2024-08-06 00:55:45,Pending,2169
931372,44602,2024-05-18 22:42:51,Pending,1257
890218,94009,2024-06-19 04:18:24,Confirmado,2687
601025,85540,2023-08-25 00:52:39,Pending,2202
483741,60893,2024-12-30 03:49:26,Confirmado,4399
734484,26265,2025-03-09 03:00:08,Confirmado,5193
200964,10173,2025-05-19 23:03:47,Confirmado,647
103168,28631,2023-12-24 19:16:25,Confirmado,3039
705334,16103,2025-04-22 01:56:04,Pending,1101
242689,43728,2025-07-03 07:33:55,Confirmado,505
356991,85540,2025-02-12 06:08:00,Confirmado,1940
626324,20204,2025-03-25 02:57:36,Pending,608
642551,26983,2023-11-16 09:01:44,Confirmado,2542
900782,94310,2024-06-10 03:34:54,Confirmado,2545
898125,34960,2023-11-16 09:18:44,Pending,6753
165799,43592,2023-11-17 12:18:35,Confirmado,3694
640673,82387,2024-03-31 16:19:02,Confirmado,2664
989542,78951,2025-01-16 02:34:06,CANCELADO,2689
316253,10197,2024-09-01 06:19:13,Confirmado,733
637341,95706,2025-06-02 01:26:54,Confirmado,2023
602783,30085,2023-09-05 11:40:52,Pending,8495
934651,39726,2025-03-17 02:58:46,Confirmado,1984
573489,77251,2024-11-01 12:59:55,Confirmado,2998
995046,75928,2025-01-07 06:00:04,CANCELADO,3731
595723,63474,2023-07-30 08:57:02,Confirmado,620
465242,78732,2024-11-29 18:19:41,Confirmado,2663
663817,27503,2023-10-05 08:10:10,CANCELADO,4767
953222,54924,2023-11-22 22:03:38,CANCELADO,831
950260,72829,2025-02-05 23:41:59,Confirmado,1649
682888,55376,2024-03-27 05:58:24,Confirmado,1817
491418,26401,2025-04-25 03:11:32,Confirmado,4229
578779,95075,2024-11-12 00:27:13,Confirmado,5676
834252,95028,2024-09-12 13:28:27,CANCELADO,882
657609,39788,2024-12-24 18:15:44,Pending,2512
857407,41010,2023-08-21 06:58:36,Confirmado,3818
340788,87123,2024-12-21 19:12:28,Confirmado,646
399913,97429,2025-04-22 07:43:48,Confirmado,4962
490300,20054,2024-02-24 10:05:39,Pending,1998
974234,25426,2023-12-13 05:34:32,Pending,3249
133512,89482,2025-05-14 20:21:00,CANCELADO,4453
414752,74424,2024-12-03 12:37:20,CANCELADO,3172
328219,43143,2024-05-03 22:06:00,Confirmado,2248
498611,52725,2023-12-01 18:34:24,Confirmado,4377
485597,13031,2024-12-05 03:57:54,Confirmado,725
376195,94424,2025-04-29 01:07:56,CANCELADO,870
252038,64251,2025-03-11 10:56:49,Confirmado,1131
797334,67292,2024-11-28 06:19:32,CANCELADO,1034
183458,15349,2024-09-14 00:04:47,Confirmado,981
100855,21471,2023-12-11 14:22:34,Confirmado,4156
100384,36921,2023-08-03 11:31:21,Pending,2363
204357,23863,2024-05-27 18:26:11,Confirmado,6103
658020,15349,2023-11-13 23:36:38,Pending,2805
192182,99823,2024-07-14 17:33:44,Confirmado,4992
366521,34026,2023-09-16 16:26:40,Confirmado,346
553548,83299,2025-06-29 15:56:31,CANCELADO,1695
128511,19800,2023-08-12 19:08:29,Pending,620
928986,82406,2024-01-12 10:27:00,Confirmado,5197
627591,22478,2024-05-06 01:16:58,Confirmado,707
782394,55712,2024-02-09 07:19:09,Confirmado,4166
408514,34984,2024-02-01 14:46:41,Confirmado,5974
336888,41742,2023-11-22 05:03:42,CANCELADO,3985
448272,89240,2025-06-13 08:03:15,Confirmado,2533
907028,49725,2024-04-17 05:58:18,Confirmado,4795
843091,72746,2023-12-07 09:02:50,Confirmado,9689
846422,70928,2024-07-04 19:49:59,Confirmado,2867
253116,99358,2024-04-08 08:12:09,Pending,5767
993922,44812,2023-12-08 06:19:51,CANCELADO,3542
158225,49398,2023-09-27 02:55:07,Confirmado,6022
976910,13640,2025-05-18 13:02:04,CANCELADO,4451
109051,51954,2025-01-24 18:46:20,Confirmado,2006
374098,95973,2023-12-15 20:34:35,Confirmado,2098
341389,97055,2025-01-14 11:31:51,Confirmado,2124
964709,87123,2024-10-05 21:39:31,CANCELADO,3291
248764,43711,2024-02-21 15:02:56,Confirmado,4337
167200,58992,2024-04-23 13:26:41,Confirmado,7764
160177,78695,2025-01-14 22:52:16,Confirmado,2603
379377,89657,2024-12-23 07:57:08,Pending,4756
508994,36467,2025-07-19 12:21:31,Confirmado,378
399682,84745,2023-11-01 20:31:35,Confirmado,3897
910854,85878,2023-10-16 07:00:55,Confirmado,1274
973291,95494,2024-12-15 13:33:15,Confirmado,4748
526645,36051,2024-03-24 16:41:36,Confirmado,995
626292,52385,2024-09-16 01:27:02,Confirmado,4405
547634,76762,2024-07-07 07:55:44,Confirmado,3487
